EmployeeID,Grade,TotalWorkingYears,YearsAtCompany,PerformanceRating,AverageRating,YearsSinceLastPromotion,PreviousHikePercent,ExpFactor,Loyalty,Promotion,RatingFact,Score,Hike
34895,1,4,2,2,2,0,10,0.3,0.5,0,2.4,3.2,8.64
554908,1,4,2,2,3,0,0,0.3,0.5,0,2.4,3.2,8.64
508531,1,4,2,2,3,0,5,0.3,0.5,0,2.4,2.2,8.44
466565,1,4,2,2,3,0,10,0.3,0.5,0,2.4,3.2,8.64
460166,1,4,2,3,3,0,0,0.3,0.5,0,4.5,5.3,9.06
489358,1,4,2,3,3,0,5,0.3,0.5,0,4.5,4.3,8.86
229840,1,4,2,3,3,0,10,0.3,0.5,0,4.5,5.3,9.06
961739,1,4,2,4,3,0,0,0.3,0.5,0,7.2,8.0,9.6
923610,1,4,2,4,3,0,5,0.3,0.5,0,7.2,7.0,9.4
729890,1,4,2,4,3,0,10,0.3,0.5,0,7.2,8.0,9.6
203594,1,4,2,4,4,0,0,0.3,0.5,0,7.2,8.0,9.6
313024,1,4,2,4,4,0,5,0.3,0.5,0,7.2,7.0,9.4
644188,1,4,2,4,4,0,10,0.3,0.5,0,7.2,8.0,9.6
131956,1,4,2,5,4,0,0,0.3,0.5,0,10.0,10,10.0
184843,1,4,2,5,4,0,5,0.3,0.5,0,10.0,9,9.8
768246,1,4,2,5,4,0,10,0.3,0.5,0,10.0,10,10.0
121380,1,4,4,1,2,0,0,0.3,1.0,0,0.8,2.1,8.42
424815,1,4,4,1,2,0,5,0.3,1.0,0,0.8,1.1,8.22
71062,1,4,4,1,2,0,10,0.3,1.0,0,0.8,2.1,8.42
799710,1,4,4,1,2,2,0,0.3,1.0,0,0.8,2.1,8.42
642234,1,4,4,1,2,2,5,0.3,1.0,0,0.8,1.1,8.22
501408,1,4,4,1,2,2,10,0.3,1.0,0,0.8,2.1,8.42
306978,1,4,4,1,2,3,0,0.3,1.0,0,0.8,2.1,8.42
914625,1,4,4,1,2,3,5,0.3,1.0,0,0.8,1.1,8.22
84569,1,4,4,1,2,3,10,0.3,1.0,0,0.8,2.1,8.42
857042,1,4,4,1,3,0,0,0.3,1.0,0,0.8,2.1,8.42
837760,1,4,4,1,3,0,5,0.3,1.0,0,0.8,1.1,8.22
623061,1,4,4,1,3,0,10,0.3,1.0,0,0.8,2.1,8.42
65398,1,4,4,1,3,2,0,0.3,1.0,0,0.8,2.1,8.42
734746,1,4,4,1,3,2,5,0.3,1.0,0,0.8,1.1,8.22
331859,1,4,4,1,3,2,10,0.3,1.0,0,0.8,2.1,8.42
856161,1,4,4,1,3,3,0,0.3,1.0,0,0.8,2.1,8.42
831966,1,4,4,1,3,3,5,0.3,1.0,0,0.8,1.1,8.22
426125,1,4,4,1,3,3,10,0.3,1.0,0,0.8,2.1,8.42
952331,1,4,4,2,2,0,0,0.3,1.0,0,2.4,3.7,8.74
207610,1,4,4,2,2,0,5,0.3,1.0,0,2.4,2.7,8.54
45497,1,4,4,2,2,0,10,0.3,1.0,0,2.4,3.7,8.74
447873,1,4,4,2,2,2,0,0.3,1.0,0,2.4,3.7,8.74
3371,1,4,4,2,2,2,5,0.3,1.0,0,2.4,2.7,8.54
736154,1,4,4,2,2,2,10,0.3,1.0,0,2.4,3.7,8.74
445322,1,4,4,2,2,3,0,0.3,1.0,0,2.4,3.7,8.74
776119,1,4,4,2,2,3,5,0.3,1.0,0,2.4,2.7,8.54
302693,1,4,4,2,2,3,10,0.3,1.0,0,2.4,3.7,8.74
507651,1,4,4,2,3,0,0,0.3,1.0,0,2.4,3.7,8.74
834444,1,4,4,2,3,0,5,0.3,1.0,0,2.4,2.7,8.54
410523,1,4,4,2,3,0,10,0.3,1.0,0,2.4,3.7,8.74
440275,1,4,4,2,3,2,0,0.3,1.0,0,2.4,3.7,8.74
147403,1,4,4,2,3,2,5,0.3,1.0,0,2.4,2.7,8.54
463742,1,4,4,2,3,2,10,0.3,1.0,0,2.4,3.7,8.74
944156,1,4,4,2,3,3,0,0.3,1.0,0,2.4,3.7,8.74
942811,1,4,4,2,3,3,5,0.3,1.0,0,2.4,2.7,8.54
536420,1,4,4,2,3,3,10,0.3,1.0,0,2.4,3.7,8.74
225345,1,4,4,2,4,0,0,0.3,1.0,0,2.4,3.7,8.74
931652,1,4,4,2,4,0,5,0.3,1.0,0,2.4,2.7,8.54
356415,1,4,4,2,4,0,10,0.3,1.0,0,2.4,3.7,8.74
67623,1,4,4,2,4,2,0,0.3,1.0,0,2.4,3.7,8.74
80036,1,4,4,2,4,2,5,0.3,1.0,0,2.4,2.7,8.54
743052,1,4,4,2,4,2,10,0.3,1.0,0,2.4,3.7,8.74
182992,1,4,4,2,4,3,0,0.3,1.0,1,2.4,4.7,8.94
360054,1,4,4,2,4,3,5,0.3,1.0,1,2.4,3.7,8.74
498166,1,4,4,2,4,3,10,0.3,1.0,1,2.4,4.7,8.94
638095,1,4,4,3,2,0,0,0.3,1.0,0,4.5,5.8,9.16
542307,1,4,4,3,2,0,5,0.3,1.0,0,4.5,4.8,8.96
223613,1,4,4,3,2,0,10,0.3,1.0,0,4.5,5.8,9.16
201129,1,4,4,3,2,2,0,0.3,1.0,0,4.5,5.8,9.16
730262,1,4,4,3,2,2,5,0.3,1.0,0,4.5,4.8,8.96
360498,1,4,4,3,2,2,10,0.3,1.0,0,4.5,5.8,9.16
779187,1,4,4,3,2,3,0,0.3,1.0,0,4.5,5.8,9.16
37355,1,4,4,3,2,3,5,0.3,1.0,0,4.5,4.8,8.96
214186,1,4,4,3,2,3,10,0.3,1.0,0,4.5,5.8,9.16
179361,1,4,4,3,3,0,0,0.3,1.0,0,4.5,5.8,9.16
621741,1,4,4,3,3,0,5,0.3,1.0,0,4.5,4.8,8.96
103886,1,4,4,3,3,0,10,0.3,1.0,0,4.5,5.8,9.16
428317,1,4,4,3,3,2,0,0.3,1.0,0,4.5,5.8,9.16
677479,1,4,4,3,3,2,5,0.3,1.0,0,4.5,4.8,8.96
54945,1,4,4,3,3,2,10,0.3,1.0,0,4.5,5.8,9.16
803832,1,4,4,3,3,3,0,0.3,1.0,0,4.5,5.8,9.16
772271,1,4,4,3,3,3,5,0.3,1.0,0,4.5,4.8,8.96
160255,1,4,4,3,3,3,10,0.3,1.0,0,4.5,5.8,9.16
800330,1,4,4,3,4,0,0,0.3,1.0,0,4.5,5.8,9.16
21982,1,4,4,3,4,0,5,0.3,1.0,0,4.5,4.8,8.96
826819,1,4,4,3,4,0,10,0.3,1.0,0,4.5,5.8,9.16
904996,1,4,4,3,4,2,0,0.3,1.0,0,4.5,5.8,9.16
12314,1,4,4,3,4,2,5,0.3,1.0,0,4.5,4.8,8.96
19635,1,4,4,3,4,2,10,0.3,1.0,0,4.5,5.8,9.16
661785,1,4,4,3,4,3,0,0.3,1.0,1,4.5,6.8,9.36
579641,1,4,4,3,4,3,5,0.3,1.0,1,4.5,5.8,9.16
574263,1,4,4,3,4,3,10,0.3,1.0,1,4.5,6.8,9.36
645283,1,4,4,4,2,0,0,0.3,1.0,0,7.2,8.5,9.7
724909,1,4,4,4,2,0,5,0.3,1.0,0,7.2,7.5,9.5
649425,1,4,4,4,2,0,10,0.3,1.0,0,7.2,8.5,9.7
397918,1,4,4,4,2,2,0,0.3,1.0,0,7.2,8.5,9.7
825155,1,4,4,4,2,2,5,0.3,1.0,0,7.2,7.5,9.5
109343,1,4,4,4,2,2,10,0.3,1.0,0,7.2,8.5,9.7
271568,1,4,4,4,2,3,0,0.3,1.0,0,7.2,8.5,9.7
599330,1,4,4,4,2,3,5,0.3,1.0,0,7.2,7.5,9.5
159534,1,4,4,4,2,3,10,0.3,1.0,0,7.2,8.5,9.7
66691,1,4,4,4,3,0,0,0.3,1.0,0,7.2,8.5,9.7
250746,1,4,4,4,3,0,5,0.3,1.0,0,7.2,7.5,9.5
397047,1,4,4,4,3,0,10,0.3,1.0,0,7.2,8.5,9.7
915668,1,4,4,4,3,2,0,0.3,1.0,0,7.2,8.5,9.7
954719,1,4,4,4,3,2,5,0.3,1.0,0,7.2,7.5,9.5
86343,1,4,4,4,3,2,10,0.3,1.0,0,7.2,8.5,9.7
209952,1,4,4,4,3,3,0,0.3,1.0,0,7.2,8.5,9.7
470189,1,4,4,4,3,3,5,0.3,1.0,0,7.2,7.5,9.5
678660,1,4,4,4,3,3,10,0.3,1.0,0,7.2,8.5,9.7
910977,1,4,4,4,4,0,0,0.3,1.0,0,7.2,8.5,9.7
478425,1,4,4,4,4,0,5,0.3,1.0,0,7.2,7.5,9.5
372136,1,4,4,4,4,0,10,0.3,1.0,0,7.2,8.5,9.7
150589,1,4,4,4,4,2,0,0.3,1.0,0,7.2,8.5,9.7
330987,1,4,4,4,4,2,5,0.3,1.0,0,7.2,7.5,9.5
274534,1,4,4,4,4,2,10,0.3,1.0,0,7.2,8.5,9.7
425756,1,4,4,4,4,3,0,0.3,1.0,1,7.2,9.5,9.9
904318,1,4,4,4,4,3,5,0.3,1.0,1,7.2,8.5,9.7
166331,1,4,4,4,4,3,10,0.3,1.0,1,7.2,9.5,9.9
43705,1,4,4,5,3,0,0,0.3,1.0,0,10.0,10,10.0
65698,1,4,4,5,3,0,5,0.3,1.0,0,10.0,9,9.8
313072,1,4,4,5,3,0,10,0.3,1.0,0,10.0,10,10.0
723147,1,4,4,5,3,2,0,0.3,1.0,0,10.0,10,10.0
818267,1,4,4,5,3,2,5,0.3,1.0,0,10.0,9,9.8
281484,1,4,4,5,3,2,10,0.3,1.0,0,10.0,10,10.0
984874,1,4,4,5,3,3,0,0.3,1.0,0,10.0,10,10.0
10630,1,4,4,5,3,3,5,0.3,1.0,0,10.0,9,9.8
167687,1,4,4,5,3,3,10,0.3,1.0,0,10.0,10,10.0
341981,1,4,4,5,4,0,0,0.3,1.0,0,10.0,10,10.0
741597,1,4,4,5,4,0,5,0.3,1.0,0,10.0,9,9.8
590897,1,4,4,5,4,0,10,0.3,1.0,0,10.0,10,10.0
438733,1,4,4,5,4,2,0,0.3,1.0,0,10.0,10,10.0
88668,1,4,4,5,4,2,5,0.3,1.0,0,10.0,9,9.8
556359,1,4,4,5,4,2,10,0.3,1.0,0,10.0,10,10.0
641381,1,4,4,5,4,3,0,0.3,1.0,1,10.0,10,10.0
836634,1,4,4,5,4,3,5,0.3,1.0,1,10.0,9,9.8
883862,1,4,4,5,4,3,10,0.3,1.0,1,10.0,10,10.0
318497,2,1,1,1,1,0,0,,,,,0.8,9.4
337340,2,1,1,2,2,0,0,,,,,2.4,10.2
345419,2,1,1,3,3,0,0,,,,,4.5,11.25
228881,2,1,1,4,4,0,0,,,,,7.2,12.6
120133,2,1,1,5,5,0,0,,,,,10.0,14.0
172419,2,2,1,1,1,0,0,0.3,0.5,0,0.8,1.6,9.8
87925,2,2,1,2,2,0,0,0.3,0.5,0,2.4,3.2,10.6
769233,2,2,1,3,3,0,0,0.3,0.5,0,4.5,5.3,11.65
560227,2,2,1,4,4,0,0,0.3,0.5,0,7.2,8.0,13.0
103376,2,2,1,5,5,0,0,0.3,0.5,0,10.0,10,14.0
435670,2,2,2,1,2,0,0,0.3,1.0,0,0.8,2.1,10.05
398505,2,2,2,1,2,0,5,0.3,1.0,0,0.8,1.1,9.55
625908,2,2,2,1,2,0,10,0.3,1.0,0,0.8,2.1,10.05
715792,2,2,2,1,2,0,14,0.3,1.0,0,0.8,2.1,10.05
26267,2,2,2,2,2,0,0,0.3,1.0,0,2.4,3.7,10.85
357905,2,2,2,2,2,0,5,0.3,1.0,0,2.4,2.7,10.35
332468,2,2,2,2,2,0,10,0.3,1.0,0,2.4,3.7,10.85
349767,2,2,2,2,2,0,14,0.3,1.0,0,2.4,3.7,10.85
416290,2,2,2,2,3,0,0,0.3,1.0,0,2.4,3.7,10.85
836195,2,2,2,2,3,0,5,0.3,1.0,0,2.4,2.7,10.35
690698,2,2,2,2,3,0,10,0.3,1.0,0,2.4,3.7,10.85
964747,2,2,2,2,3,0,14,0.3,1.0,0,2.4,3.7,10.85
844580,2,2,2,3,3,0,0,0.3,1.0,0,4.5,5.8,11.9
161652,2,2,2,3,3,0,5,0.3,1.0,0,4.5,4.8,11.4
805261,2,2,2,3,3,0,10,0.3,1.0,0,4.5,5.8,11.9
913034,2,2,2,3,3,0,14,0.3,1.0,0,4.5,5.8,11.9
603740,2,2,2,4,3,0,0,0.3,1.0,0,7.2,8.5,13.25
429646,2,2,2,4,3,0,5,0.3,1.0,0,7.2,7.5,12.75
680922,2,2,2,4,3,0,10,0.3,1.0,0,7.2,8.5,13.25
596161,2,2,2,4,3,0,14,0.3,1.0,0,7.2,8.5,13.25
537307,2,2,2,4,4,0,0,0.3,1.0,0,7.2,8.5,13.25
285850,2,2,2,4,4,0,5,0.3,1.0,0,7.2,7.5,12.75
92002,2,2,2,4,4,0,10,0.3,1.0,0,7.2,8.5,13.25
863286,2,2,2,4,4,0,14,0.3,1.0,0,7.2,8.5,13.25
303663,2,2,2,5,4,0,0,0.3,1.0,0,10.0,10,14.0
648724,2,2,2,5,4,0,5,0.3,1.0,0,10.0,9,13.5
802835,2,2,2,5,4,0,10,0.3,1.0,0,10.0,10,14.0
603188,2,2,2,5,4,0,14,0.3,1.0,0,10.0,10,14.0
395130,2,4,1,1,1,0,0,0.3,0.25,0,0.8,1.35,9.68
930484,2,4,1,2,2,0,0,0.3,0.25,0,2.4,2.95,10.47
399760,2,4,1,3,3,0,0,0.3,0.25,0,4.5,5.05,11.53
181760,2,4,1,4,4,0,0,0.3,0.25,0,7.2,7.75,12.88
999713,2,4,1,5,5,0,0,0.3,0.25,0,10.0,10,14.0
489631,2,4,2,1,2,0,0,0.3,0.5,0,0.8,1.6,9.8
858987,2,4,2,1,2,0,5,0.3,0.5,0,0.8,0.6,9.3
231492,2,4,2,1,2,0,10,0.3,0.5,0,0.8,1.6,9.8
569934,2,4,2,1,2,0,14,0.3,0.5,0,0.8,1.6,9.8
810051,2,4,2,2,2,0,0,0.3,0.5,0,2.4,3.2,10.6
192661,2,4,2,2,2,0,5,0.3,0.5,0,2.4,2.2,10.1
698778,2,4,2,2,2,0,10,0.3,0.5,0,2.4,3.2,10.6
693001,2,4,2,2,2,0,14,0.3,0.5,0,2.4,3.2,10.6
943395,2,4,2,2,3,0,0,0.3,0.5,0,2.4,3.2,10.6
379684,2,4,2,2,3,0,5,0.3,0.5,0,2.4,2.2,10.1
673454,2,4,2,2,3,0,10,0.3,0.5,0,2.4,3.2,10.6
316094,2,4,2,2,3,0,14,0.3,0.5,0,2.4,3.2,10.6
542978,2,4,2,3,3,0,0,0.3,0.5,0,4.5,5.3,11.65
545900,2,4,2,3,3,0,5,0.3,0.5,0,4.5,4.3,11.15
281438,2,4,2,3,3,0,10,0.3,0.5,0,4.5,5.3,11.65
609118,2,4,2,3,3,0,14,0.3,0.5,0,4.5,5.3,11.65
603546,2,4,2,4,3,0,0,0.3,0.5,0,7.2,8.0,13.0
133521,2,4,2,4,3,0,5,0.3,0.5,0,7.2,7.0,12.5
666980,2,4,2,4,3,0,10,0.3,0.5,0,7.2,8.0,13.0
93723,2,4,2,4,3,0,14,0.3,0.5,0,7.2,8.0,13.0
776817,2,4,2,4,4,0,0,0.3,0.5,0,7.2,8.0,13.0
102530,2,4,2,4,4,0,5,0.3,0.5,0,7.2,7.0,12.5
978760,2,4,2,4,4,0,10,0.3,0.5,0,7.2,8.0,13.0
8758,2,4,2,4,4,0,14,0.3,0.5,0,7.2,8.0,13.0
643078,2,4,2,5,4,0,0,0.3,0.5,0,10.0,10,14.0
312310,2,4,2,5,4,0,5,0.3,0.5,0,10.0,9,13.5
488522,2,4,2,5,4,0,10,0.3,0.5,0,10.0,10,14.0
568860,2,4,2,5,4,0,14,0.3,0.5,0,10.0,10,14.0
72439,2,4,4,1,2,0,0,0.3,1.0,0,0.8,2.1,10.05
654159,2,4,4,1,2,0,5,0.3,1.0,0,0.8,1.1,9.55
764096,2,4,4,1,2,0,10,0.3,1.0,0,0.8,2.1,10.05
761077,2,4,4,1,2,0,14,0.3,1.0,0,0.8,2.1,10.05
438721,2,4,4,1,2,2,0,0.3,1.0,0,0.8,2.1,10.05
984299,2,4,4,1,2,2,5,0.3,1.0,0,0.8,1.1,9.55
65535,2,4,4,1,2,2,10,0.3,1.0,0,0.8,2.1,10.05
83490,2,4,4,1,2,2,14,0.3,1.0,0,0.8,2.1,10.05
173231,2,4,4,1,2,3,0,0.3,1.0,0,0.8,2.1,10.05
769689,2,4,4,1,2,3,5,0.3,1.0,0,0.8,1.1,9.55
787064,2,4,4,1,2,3,10,0.3,1.0,0,0.8,2.1,10.05
368042,2,4,4,1,2,3,14,0.3,1.0,0,0.8,2.1,10.05
19392,2,4,4,1,3,0,0,0.3,1.0,0,0.8,2.1,10.05
686286,2,4,4,1,3,0,5,0.3,1.0,0,0.8,1.1,9.55
135978,2,4,4,1,3,0,10,0.3,1.0,0,0.8,2.1,10.05
783560,2,4,4,1,3,0,14,0.3,1.0,0,0.8,2.1,10.05
239334,2,4,4,1,3,2,0,0.3,1.0,0,0.8,2.1,10.05
381938,2,4,4,1,3,2,5,0.3,1.0,0,0.8,1.1,9.55
974657,2,4,4,1,3,2,10,0.3,1.0,0,0.8,2.1,10.05
297609,2,4,4,1,3,2,14,0.3,1.0,0,0.8,2.1,10.05
768964,2,4,4,1,3,3,0,0.3,1.0,0,0.8,2.1,10.05
358759,2,4,4,1,3,3,5,0.3,1.0,0,0.8,1.1,9.55
96227,2,4,4,1,3,3,10,0.3,1.0,0,0.8,2.1,10.05
128299,2,4,4,1,3,3,14,0.3,1.0,0,0.8,2.1,10.05
205703,2,4,4,2,2,0,0,0.3,1.0,0,2.4,3.7,10.85
209401,2,4,4,2,2,0,5,0.3,1.0,0,2.4,2.7,10.35
552681,2,4,4,2,2,0,10,0.3,1.0,0,2.4,3.7,10.85
862667,2,4,4,2,2,0,14,0.3,1.0,0,2.4,3.7,10.85
161227,2,4,4,2,2,2,0,0.3,1.0,0,2.4,3.7,10.85
438631,2,4,4,2,2,2,5,0.3,1.0,0,2.4,2.7,10.35
808763,2,4,4,2,2,2,10,0.3,1.0,0,2.4,3.7,10.85
69120,2,4,4,2,2,2,14,0.3,1.0,0,2.4,3.7,10.85
610969,2,4,4,2,2,3,0,0.3,1.0,0,2.4,3.7,10.85
622878,2,4,4,2,2,3,5,0.3,1.0,0,2.4,2.7,10.35
718762,2,4,4,2,2,3,10,0.3,1.0,0,2.4,3.7,10.85
325666,2,4,4,2,2,3,14,0.3,1.0,0,2.4,3.7,10.85
446976,2,4,4,2,3,0,0,0.3,1.0,0,2.4,3.7,10.85
613601,2,4,4,2,3,0,5,0.3,1.0,0,2.4,2.7,10.35
714122,2,4,4,2,3,0,10,0.3,1.0,0,2.4,3.7,10.85
992941,2,4,4,2,3,0,14,0.3,1.0,0,2.4,3.7,10.85
539383,2,4,4,2,3,2,0,0.3,1.0,0,2.4,3.7,10.85
12940,2,4,4,2,3,2,5,0.3,1.0,0,2.4,2.7,10.35
142890,2,4,4,2,3,2,10,0.3,1.0,0,2.4,3.7,10.85
344535,2,4,4,2,3,2,14,0.3,1.0,0,2.4,3.7,10.85
474958,2,4,4,2,3,3,0,0.3,1.0,0,2.4,3.7,10.85
624989,2,4,4,2,3,3,5,0.3,1.0,0,2.4,2.7,10.35
363104,2,4,4,2,3,3,10,0.3,1.0,0,2.4,3.7,10.85
190251,2,4,4,2,3,3,14,0.3,1.0,0,2.4,3.7,10.85
173174,2,4,4,2,4,0,0,0.3,1.0,0,2.4,3.7,10.85
948236,2,4,4,2,4,0,5,0.3,1.0,0,2.4,2.7,10.35
288444,2,4,4,2,4,0,10,0.3,1.0,0,2.4,3.7,10.85
549426,2,4,4,2,4,0,14,0.3,1.0,0,2.4,3.7,10.85
986356,2,4,4,2,4,2,0,0.3,1.0,0,2.4,3.7,10.85
793627,2,4,4,2,4,2,5,0.3,1.0,0,2.4,2.7,10.35
180593,2,4,4,2,4,2,10,0.3,1.0,0,2.4,3.7,10.85
976790,2,4,4,2,4,2,14,0.3,1.0,0,2.4,3.7,10.85
839577,2,4,4,2,4,3,0,0.3,1.0,1,2.4,4.7,11.35
935528,2,4,4,2,4,3,5,0.3,1.0,1,2.4,3.7,10.85
165248,2,4,4,2,4,3,10,0.3,1.0,1,2.4,4.7,11.35
185700,2,4,4,2,4,3,14,0.3,1.0,1,2.4,4.7,11.35
593208,2,4,4,3,2,0,0,0.3,1.0,0,4.5,5.8,11.9
717180,2,4,4,3,2,0,5,0.3,1.0,0,4.5,4.8,11.4
182185,2,4,4,3,2,0,10,0.3,1.0,0,4.5,5.8,11.9
759920,2,4,4,3,2,0,14,0.3,1.0,0,4.5,5.8,11.9
441895,2,4,4,3,2,2,0,0.3,1.0,0,4.5,5.8,11.9
256758,2,4,4,3,2,2,5,0.3,1.0,0,4.5,4.8,11.4
156998,2,4,4,3,2,2,10,0.3,1.0,0,4.5,5.8,11.9
804150,2,4,4,3,2,2,14,0.3,1.0,0,4.5,5.8,11.9
370558,2,4,4,3,2,3,0,0.3,1.0,0,4.5,5.8,11.9
635044,2,4,4,3,2,3,5,0.3,1.0,0,4.5,4.8,11.4
635934,2,4,4,3,2,3,10,0.3,1.0,0,4.5,5.8,11.9
3633,2,4,4,3,2,3,14,0.3,1.0,0,4.5,5.8,11.9
248478,2,4,4,3,3,0,0,0.3,1.0,0,4.5,5.8,11.9
198497,2,4,4,3,3,0,5,0.3,1.0,0,4.5,4.8,11.4
400977,2,4,4,3,3,0,10,0.3,1.0,0,4.5,5.8,11.9
946180,2,4,4,3,3,0,14,0.3,1.0,0,4.5,5.8,11.9
249743,2,4,4,3,3,2,0,0.3,1.0,0,4.5,5.8,11.9
797649,2,4,4,3,3,2,5,0.3,1.0,0,4.5,4.8,11.4
754412,2,4,4,3,3,2,10,0.3,1.0,0,4.5,5.8,11.9
63136,2,4,4,3,3,2,14,0.3,1.0,0,4.5,5.8,11.9
359235,2,4,4,3,3,3,0,0.3,1.0,0,4.5,5.8,11.9
807687,2,4,4,3,3,3,5,0.3,1.0,0,4.5,4.8,11.4
183459,2,4,4,3,3,3,10,0.3,1.0,0,4.5,5.8,11.9
380440,2,4,4,3,3,3,14,0.3,1.0,0,4.5,5.8,11.9
496022,2,4,4,3,4,0,0,0.3,1.0,0,4.5,5.8,11.9
514962,2,4,4,3,4,0,5,0.3,1.0,0,4.5,4.8,11.4
768646,2,4,4,3,4,0,10,0.3,1.0,0,4.5,5.8,11.9
406708,2,4,4,3,4,0,14,0.3,1.0,0,4.5,5.8,11.9
598589,2,4,4,3,4,2,0,0.3,1.0,0,4.5,5.8,11.9
363869,2,4,4,3,4,2,5,0.3,1.0,0,4.5,4.8,11.4
47720,2,4,4,3,4,2,10,0.3,1.0,0,4.5,5.8,11.9
376488,2,4,4,3,4,2,14,0.3,1.0,0,4.5,5.8,11.9
363051,2,4,4,3,4,3,0,0.3,1.0,1,4.5,6.8,12.4
131564,2,4,4,3,4,3,5,0.3,1.0,1,4.5,5.8,11.9
553422,2,4,4,3,4,3,10,0.3,1.0,1,4.5,6.8,12.4
847849,2,4,4,3,4,3,14,0.3,1.0,1,4.5,6.8,12.4
393197,2,4,4,4,2,0,0,0.3,1.0,0,7.2,8.5,13.25
145481,2,4,4,4,2,0,5,0.3,1.0,0,7.2,7.5,12.75
937576,2,4,4,4,2,0,10,0.3,1.0,0,7.2,8.5,13.25
189993,2,4,4,4,2,0,14,0.3,1.0,0,7.2,8.5,13.25
315743,2,4,4,4,2,2,0,0.3,1.0,0,7.2,8.5,13.25
990860,2,4,4,4,2,2,5,0.3,1.0,0,7.2,7.5,12.75
263474,2,4,4,4,2,2,10,0.3,1.0,0,7.2,8.5,13.25
439000,2,4,4,4,2,2,14,0.3,1.0,0,7.2,8.5,13.25
518744,2,4,4,4,2,3,0,0.3,1.0,0,7.2,8.5,13.25
610101,2,4,4,4,2,3,5,0.3,1.0,0,7.2,7.5,12.75
305264,2,4,4,4,2,3,10,0.3,1.0,0,7.2,8.5,13.25
121922,2,4,4,4,2,3,14,0.3,1.0,0,7.2,8.5,13.25
560181,2,4,4,4,3,0,0,0.3,1.0,0,7.2,8.5,13.25
631216,2,4,4,4,3,0,5,0.3,1.0,0,7.2,7.5,12.75
497356,2,4,4,4,3,0,10,0.3,1.0,0,7.2,8.5,13.25
238553,2,4,4,4,3,0,14,0.3,1.0,0,7.2,8.5,13.25
797774,2,4,4,4,3,2,0,0.3,1.0,0,7.2,8.5,13.25
