EmployeeID,Grade,TotalWorkingYears,YearsAtCompany,PerformanceRating,AverageRating,YearsSinceLastPromotion,PreviousHikePercent
109343,1,4,4,4,2,2,10
271568,1,4,4,4,2,3,0
599330,1,4,4,4,2,3,5
159534,1,4,4,4,2,3,10
66691,1,4,4,4,3,0,0
250746,1,4,4,4,3,0,5
397047,1,4,4,4,3,0,10
915668,1,4,4,4,3,2,0
954719,1,4,4,4,3,2,5
86343,1,4,4,4,3,2,10
209952,1,4,4,4,3,3,0
470189,1,4,4,4,3,3,5
678660,1,4,4,4,3,3,10
910977,1,4,4,4,4,0,0
478425,1,4,4,4,4,0,5
372136,1,4,4,4,4,0,10
150589,1,4,4,4,4,2,0
330987,1,4,4,4,4,2,5
274534,1,4,4,4,4,2,10
425756,1,4,4,4,4,3,0
904318,1,4,4,4,4,3,5
166331,1,4,4,4,4,3,10
43705,1,4,4,5,3,0,0
65698,1,4,4,5,3,0,5
313072,1,4,4,5,3,0,10
723147,1,4,4,5,3,2,0
818267,1,4,4,5,3,2,5
281484,1,4,4,5,3,2,10
984874,1,4,4,5,3,3,0
10630,1,4,4,5,3,3,5
167687,1,4,4,5,3,3,10
341981,1,4,4,5,4,0,0
741597,1,4,4,5,4,0,5
590897,1,4,4,5,4,0,10
438733,1,4,4,5,4,2,0
88668,1,4,4,5,4,2,5
556359,1,4,4,5,4,2,10
641381,1,4,4,5,4,3,0
836634,1,4,4,5,4,3,5
883862,1,4,4,5,4,3,10
318497,2,1,1,1,1,0,0
337340,2,1,1,2,2,0,0
345419,2,1,1,3,3,0,0
228881,2,1,1,4,4,0,0
120133,2,1,1,5,5,0,0
172419,2,2,1,1,1,0,0
87925,2,2,1,2,2,0,0
769233,2,2,1,3,3,0,0
560227,2,2,1,4,4,0,0
103376,2,2,1,5,5,0,0
435670,2,2,2,1,2,0,0
398505,2,2,2,1,2,0,5
625908,2,2,2,1,2,0,10
715792,2,2,2,1,2,0,14
26267,2,2,2,2,2,0,0
357905,2,2,2,2,2,0,5
332468,2,2,2,2,2,0,10
349767,2,2,2,2,2,0,14
416290,2,2,2,2,3,0,0
836195,2,2,2,2,3,0,5
690698,2,2,2,2,3,0,10
964747,2,2,2,2,3,0,14
844580,2,2,2,3,3,0,0
161652,2,2,2,3,3,0,5
805261,2,2,2,3,3,0,10
913034,2,2,2,3,3,0,14
603740,2,2,2,4,3,0,0
429646,2,2,2,4,3,0,5
680922,2,2,2,4,3,0,10
596161,2,2,2,4,3,0,14
537307,2,2,2,4,4,0,0
285850,2,2,2,4,4,0,5
92002,2,2,2,4,4,0,10
863286,2,2,2,4,4,0,14
303663,2,2,2,5,4,0,0
648724,2,2,2,5,4,0,5
802835,2,2,2,5,4,0,10
603188,2,2,2,5,4,0,14
395130,2,4,1,1,1,0,0
930484,2,4,1,2,2,0,0
399760,2,4,1,3,3,0,0
181760,2,4,1,4,4,0,0
999713,2,4,1,5,5,0,0
489631,2,4,2,1,2,0,0
858987,2,4,2,1,2,0,5
231492,2,4,2,1,2,0,10
569934,2,4,2,1,2,0,14
810051,2,4,2,2,2,0,0
192661,2,4,2,2,2,0,5
698778,2,4,2,2,2,0,10
693001,2,4,2,2,2,0,14
943395,2,4,2,2,3,0,0
379684,2,4,2,2,3,0,5
673454,2,4,2,2,3,0,10
316094,2,4,2,2,3,0,14
542978,2,4,2,3,3,0,0
545900,2,4,2,3,3,0,5
281438,2,4,2,3,3,0,10
609118,2,4,2,3,3,0,14
603546,2,4,2,4,3,0,0
133521,2,4,2,4,3,0,5
666980,2,4,2,4,3,0,10
93723,2,4,2,4,3,0,14
776817,2,4,2,4,4,0,0
102530,2,4,2,4,4,0,5
978760,2,4,2,4,4,0,10
8758,2,4,2,4,4,0,14
643078,2,4,2,5,4,0,0
312310,2,4,2,5,4,0,5
488522,2,4,2,5,4,0,10
568860,2,4,2,5,4,0,14
72439,2,4,4,1,2,0,0
654159,2,4,4,1,2,0,5
764096,2,4,4,1,2,0,10
761077,2,4,4,1,2,0,14
438721,2,4,4,1,2,2,0
984299,2,4,4,1,2,2,5
65535,2,4,4,1,2,2,10
83490,2,4,4,1,2,2,14
173231,2,4,4,1,2,3,0
769689,2,4,4,1,2,3,5
787064,2,4,4,1,2,3,10
368042,2,4,4,1,2,3,14
19392,2,4,4,1,3,0,0
686286,2,4,4,1,3,0,5
135978,2,4,4,1,3,0,10
783560,2,4,4,1,3,0,14
239334,2,4,4,1,3,2,0
381938,2,4,4,1,3,2,5
974657,2,4,4,1,3,2,10
297609,2,4,4,1,3,2,14
768964,2,4,4,1,3,3,0
358759,2,4,4,1,3,3,5
96227,2,4,4,1,3,3,10
128299,2,4,4,1,3,3,14
205703,2,4,4,2,2,0,0
209401,2,4,4,2,2,0,5
552681,2,4,4,2,2,0,10
862667,2,4,4,2,2,0,14
161227,2,4,4,2,2,2,0
438631,2,4,4,2,2,2,5
808763,2,4,4,2,2,2,10
69120,2,4,4,2,2,2,14
610969,2,4,4,2,2,3,0
622878,2,4,4,2,2,3,5
718762,2,4,4,2,2,3,10
325666,2,4,4,2,2,3,14
446976,2,4,4,2,3,0,0
613601,2,4,4,2,3,0,5
714122,2,4,4,2,3,0,10
992941,2,4,4,2,3,0,14
539383,2,4,4,2,3,2,0
12940,2,4,4,2,3,2,5
142890,2,4,4,2,3,2,10
344535,2,4,4,2,3,2,14
474958,2,4,4,2,3,3,0
624989,2,4,4,2,3,3,5
363104,2,4,4,2,3,3,10
190251,2,4,4,2,3,3,14
173174,2,4,4,2,4,0,0
948236,2,4,4,2,4,0,5
288444,2,4,4,2,4,0,10
549426,2,4,4,2,4,0,14
986356,2,4,4,2,4,2,0
793627,2,4,4,2,4,2,5
180593,2,4,4,2,4,2,10
976790,2,4,4,2,4,2,14
839577,2,4,4,2,4,3,0
935528,2,4,4,2,4,3,5
165248,2,4,4,2,4,3,10
185700,2,4,4,2,4,3,14
593208,2,4,4,3,2,0,0
717180,2,4,4,3,2,0,5
182185,2,4,4,3,2,0,10
759920,2,4,4,3,2,0,14
441895,2,4,4,3,2,2,0
256758,2,4,4,3,2,2,5
156998,2,4,4,3,2,2,10
804150,2,4,4,3,2,2,14
370558,2,4,4,3,2,3,0
635044,2,4,4,3,2,3,5
635934,2,4,4,3,2,3,10
3633,2,4,4,3,2,3,14
248478,2,4,4,3,3,0,0
198497,2,4,4,3,3,0,5
400977,2,4,4,3,3,0,10
946180,2,4,4,3,3,0,14
249743,2,4,4,3,3,2,0
797649,2,4,4,3,3,2,5
754412,2,4,4,3,3,2,10
63136,2,4,4,3,3,2,14
359235,2,4,4,3,3,3,0
807687,2,4,4,3,3,3,5
183459,2,4,4,3,3,3,10
380440,2,4,4,3,3,3,14
496022,2,4,4,3,4,0,0
514962,2,4,4,3,4,0,5
768646,2,4,4,3,4,0,10
406708,2,4,4,3,4,0,14
598589,2,4,4,3,4,2,0
363869,2,4,4,3,4,2,5
47720,2,4,4,3,4,2,10
376488,2,4,4,3,4,2,14
363051,2,4,4,3,4,3,0
131564,2,4,4,3,4,3,5
553422,2,4,4,3,4,3,10
847849,2,4,4,3,4,3,14
393197,2,4,4,4,2,0,0
145481,2,4,4,4,2,0,5
937576,2,4,4,4,2,0,10
189993,2,4,4,4,2,0,14
315743,2,4,4,4,2,2,0
990860,2,4,4,4,2,2,5
263474,2,4,4,4,2,2,10
439000,2,4,4,4,2,2,14
518744,2,4,4,4,2,3,0
610101,2,4,4,4,2,3,5
305264,2,4,4,4,2,3,10
121922,2,4,4,4,2,3,14
560181,2,4,4,4,3,0,0
631216,2,4,4,4,3,0,5
497356,2,4,4,4,3,0,10
238553,2,4,4,4,3,0,14
797774,2,4,4,4,3,2,0
463722,2,4,4,4,3,2,5
541604,2,4,4,4,3,2,10
621894,2,4,4,4,3,2,14
592617,2,4,4,4,3,3,0
760945,2,4,4,4,3,3,5
760753,2,4,4,4,3,3,10
788252,2,4,4,4,3,3,14
130219,2,4,4,4,4,0,0
294348,2,4,4,4,4,0,5
493719,2,4,4,4,4,0,10
333486,2,4,4,4,4,0,14
232379,2,4,4,4,4,2,0
818876,2,4,4,4,4,2,5
163710,2,4,4,4,4,2,10
485886,2,4,4,4,4,2,14
19272,2,4,4,4,4,3,0
76186,2,4,4,4,4,3,5
571634,2,4,4,4,4,3,10
237704,2,4,4,4,4,3,14
903286,2,4,4,5,3,0,0
223991,2,4,4,5,3,0,5
603282,2,4,4,5,3,0,10
815197,2,4,4,5,3,0,14
746386,2,4,4,5,3,2,0
145615,2,4,4,5,3,2,5
764513,2,4,4,5,3,2,10
651381,2,4,4,5,3,2,14
252108,2,4,4,5,3,3,0
417836,2,4,4,5,3,3,5
480841,2,4,4,5,3,3,10
230761,2,4,4,5,3,3,14
159104,2,4,4,5,4,0,0
759975,2,4,4,5,4,0,5
89090,2,4,4,5,4,0,10
250685,2,4,4,5,4,0,14
68152,2,4,4,5,4,2,0
315807,2,4,4,5,4,2,5
727291,2,4,4,5,4,2,10
939184,2,4,4,5,4,2,14
908776,2,4,4,5,4,3,0
608735,2,4,4,5,4,3,5
13844,2,4,4,5,4,3,10
544168,2,4,4,5,4,3,14
461658,2,9,1,1,1,0,0
44103,2,9,1,2,2,0,0
790894,2,9,1,3,3,0,0
27747,2,9,1,4,4,0,0
959666,2,9,1,5,5,0,0
142145,2,9,2,1,2,0,0
857393,2,9,2,1,2,0,5
135870,2,9,2,1,2,0,10
722522,2,9,2,1,2,0,14
365457,2,9,2,2,2,0,0
435727,2,9,2,2,2,0,5
432987,2,9,2,2,2,0,10
853938,2,9,2,2,2,0,14
458731,2,9,2,2,3,0,0
544457,2,9,2,2,3,0,5
807741,2,9,2,2,3,0,10
521931,2,9,2,2,3,0,14
16923,2,9,2,3,3,0,0
396717,2,9,2,3,3,0,5
374362,2,9,2,3,3,0,10
280451,2,9,2,3,3,0,14
658808,2,9,2,4,3,0,0
473526,2,9,2,4,3,0,5
474578,2,9,2,4,3,0,10
916701,2,9,2,4,3,0,14
216410,2,9,2,4,4,0,0
387418,2,9,2,4,4,0,5
366007,2,9,2,4,4,0,10
953223,2,9,2,4,4,0,14
701579,2,9,2,5,4,0,0
663314,2,9,2,5,4,0,5
23409,2,9,2,5,4,0,10
202589,2,9,2,5,4,0,14
352155,2,9,4,1,2,0,0
235907,2,9,4,1,2,0,5
400092,2,9,4,1,2,0,10
981346,2,9,4,1,2,0,14
627004,2,9,4,1,2,2,0
330241,2,9,4,1,2,2,5
939797,2,9,4,1,2,2,10
14256,2,9,4,1,2,2,14
646260,2,9,4,1,2,3,0
144802,2,9,4,1,2,3,5
487905,2,9,4,1,2,3,10
922243,2,9,4,1,2,3,14
717858,2,9,4,1,3,0,0
884211,2,9,4,1,3,0,5
808541,2,9,4,1,3,0,10
862114,2,9,4,1,3,0,14
590609,2,9,4,1,3,2,0
279662,2,9,4,1,3,2,5
544495,2,9,4,1,3,2,10
171262,2,9,4,1,3,2,14
782235,2,9,4,1,3,3,0
131589,2,9,4,1,3,3,5
774176,2,9,4,1,3,3,10
487591,2,9,4,1,3,3,14
346338,2,9,4,2,2,0,0
387006,2,9,4,2,2,0,5
657413,2,9,4,2,2,0,10
567468,2,9,4,2,2,0,14
306627,2,9,4,2,2,2,0
450199,2,9,4,2,2,2,5
959301,2,9,4,2,2,2,10
352963,2,9,4,2,2,2,14
547879,2,9,4,2,2,3,0
710959,2,9,4,2,2,3,5
990373,2,9,4,2,2,3,10
24564,2,9,4,2,2,3,14
206856,2,9,4,2,3,0,0
412734,2,9,4,2,3,0,5
979561,2,9,4,2,3,0,10
837805,2,9,4,2,3,0,14
966669,2,9,4,2,3,2,0
622495,2,9,4,2,3,2,5
154353,2,9,4,2,3,2,10
242424,2,9,4,2,3,2,14
100694,2,9,4,2,3,3,0
988520,2,9,4,2,3,3,5
548494,2,9,4,2,3,3,10
361801,2,9,4,2,3,3,14
920156,2,9,4,2,4,0,0
771378,2,9,4,2,4,0,5
759809,2,9,4,2,4,0,10
784743,2,9,4,2,4,0,14
828672,2,9,4,2,4,2,0
164729,2,9,4,2,4,2,5
976108,2,9,4,2,4,2,10
990999,2,9,4,2,4,2,14
357101,2,9,4,2,4,3,0
257989,2,9,4,2,4,3,5
353328,2,9,4,2,4,3,10
638819,2,9,4,2,4,3,14
732649,2,9,4,3,2,0,0
276912,2,9,4,3,2,0,5
521486,2,9,4,3,2,0,10
464470,2,9,4,3,2,0,14
808614,2,9,4,3,2,2,0
368239,2,9,4,3,2,2,5
394445,2,9,4,3,2,2,10
136871,2,9,4,3,2,2,14
457092,2,9,4,3,2,3,0
439069,2,9,4,3,2,3,5
216474,2,9,4,3,2,3,10
760823,2,9,4,3,2,3,14
618705,2,9,4,3,3,0,0
761511,2,9,4,3,3,0,5
510672,2,9,4,3,3,0,10
506648,2,9,4,3,3,0,14
184052,2,9,4,3,3,2,0
910652,2,9,4,3,3,2,5
762912,2,9,4,3,3,2,10
764237,2,9,4,3,3,2,14
544574,2,9,4,3,3,3,0
941166,2,9,4,3,3,3,5
682174,2,9,4,3,3,3,10
277889,2,9,4,3,3,3,14
999441,2,9,4,3,4,0,0
839179,2,9,4,3,4,0,5
734640,2,9,4,3,4,0,10
508798,2,9,4,3,4,0,14
89003,2,9,4,3,4,2,0
610709,2,9,4,3,4,2,5
705902,2,9,4,3,4,2,10
791806,2,9,4,3,4,2,14
237145,2,9,4,3,4,3,0
793588,2,9,4,3,4,3,5
401273,2,9,4,3,4,3,10
986785,2,9,4,3,4,3,14
905366,2,9,4,4,2,0,0
985926,2,9,4,4,2,0,5
877451,2,9,4,4,2,0,10
484877,2,9,4,4,2,0,14
223441,2,9,4,4,2,2,0
149016,2,9,4,4,2,2,5
702401,2,9,4,4,2,2,10
313491,2,9,4,4,2,2,14
301812,2,9,4,4,2,3,0
310884,2,9,4,4,2,3,5
712221,2,9,4,4,2,3,10
153828,2,9,4,4,2,3,14
983479,2,9,4,4,3,0,0
621684,2,9,4,4,3,0,5
851128,2,9,4,4,3,0,10
874230,2,9,4,4,3,0,14
325945,2,9,4,4,3,2,0
440089,2,9,4,4,3,2,5
220557,2,9,4,4,3,2,10
428052,2,9,4,4,3,2,14
293773,2,9,4,4,3,3,0
34048,2,9,4,4,3,3,5
396921,2,9,4,4,3,3,10
897661,2,9,4,4,3,3,14
600792,2,9,4,4,4,0,0
545535,2,9,4,4,4,0,5
316451,2,9,4,4,4,0,10
274097,2,9,4,4,4,0,14
519948,2,9,4,4,4,2,0
880535,2,9,4,4,4,2,5
64298,2,9,4,4,4,2,10
323025,2,9,4,4,4,2,14
173028,2,9,4,4,4,3,0
403935,2,9,4,4,4,3,5
429877,2,9,4,4,4,3,10
321238,2,9,4,4,4,3,14
941095,2,9,4,5,3,0,0
938642,2,9,4,5,3,0,5
286091,2,9,4,5,3,0,10
94472,2,9,4,5,3,0,14
547626,2,9,4,5,3,2,0
897288,2,9,4,5,3,2,5
190283,2,9,4,5,3,2,10
982971,2,9,4,5,3,2,14
316549,2,9,4,5,3,3,0
483497,2,9,4,5,3,3,5
943037,2,9,4,5,3,3,10
83091,2,9,4,5,3,3,14
717766,2,9,4,5,4,0,0
879076,2,9,4,5,4,0,5
549027,2,9,4,5,4,0,10
364762,2,9,4,5,4,0,14
332554,2,9,4,5,4,2,0
471586,2,9,4,5,4,2,5
547787,2,9,4,5,4,2,10
845940,2,9,4,5,4,2,14
203105,2,9,4,5,4,3,0
563003,2,9,4,5,4,3,5
81674,2,9,4,5,4,3,10
508567,2,9,4,5,4,3,14
137984,2,9,9,1,2,0,0
353008,2,9,9,1,2,0,5
943987,2,9,9,1,2,0,10
951806,2,9,9,1,2,0,14
875279,2,9,9,1,2,2,0
726133,2,9,9,1,2,2,5
479323,2,9,9,1,2,2,10
576996,2,9,9,1,2,2,14
549555,2,9,9,1,2,3,0
584582,2,9,9,1,2,3,5
640766,2,9,9,1,2,3,10
588556,2,9,9,1,2,3,14
461764,2,9,9,1,2,5,0
913999,2,9,9,1,2,5,5
901151,2,9,9,1,2,5,10
483708,2,9,9,1,2,5,14
87938,2,9,9,1,3,0,0
810294,2,9,9,1,3,0,5
959129,2,9,9,1,3,0,10
54477,2,9,9,1,3,0,14
118347,2,9,9,1,3,2,0
921077,2,9,9,1,3,2,5
632018,2,9,9,1,3,2,10
706074,2,9,9,1,3,2,14
415468,2,9,9,1,3,3,0
57145,2,9,9,1,3,3,5
831369,2,9,9,1,3,3,10
776213,2,9,9,1,3,3,14
611768,2,9,9,1,3,5,0
823801,2,9,9,1,3,5,5
390664,2,9,9,1,3,5,10
482446,2,9,9,1,3,5,14
533427,2,9,9,1,4,0,0
544242,2,9,9,1,4,0,5
784883,2,9,9,1,4,0,10
366975,2,9,9,1,4,0,14
891569,2,9,9,1,4,2,0
106195,2,9,9,1,4,2,5
800146,2,9,9,1,4,2,10
757801,2,9,9,1,4,2,14
199567,2,9,9,1,4,3,0
94187,2,9,9,1,4,3,5
918867,2,9,9,1,4,3,10
973044,2,9,9,1,4,3,14
380464,2,9,9,1,4,5,0
496536,2,9,9,1,4,5,5
180224,2,9,9,1,4,5,10
428676,2,9,9,1,4,5,14
47408,2,9,9,2,2,0,0
948427,2,9,9,2,2,0,5
135863,2,9,9,2,2,0,10
545250,2,9,9,2,2,0,14
880465,2,9,9,2,2,2,0
481519,2,9,9,2,2,2,5
905995,2,9,9,2,2,2,10
941128,2,9,9,2,2,2,14
534981,2,9,9,2,2,3,0
829952,2,9,9,2,2,3,5
134377,2,9,9,2,2,3,10
537963,2,9,9,2,2,3,14
136489,2,9,9,2,2,5,0
314242,2,9,9,2,2,5,5
645364,2,9,9,2,2,5,10
230668,2,9,9,2,2,5,14
610915,2,9,9,2,3,0,0
448055,2,9,9,2,3,0,5
35579,2,9,9,2,3,0,10
408078,2,9,9,2,3,0,14
725786,2,9,9,2,3,2,0
35402,2,9,9,2,3,2,5
555665,2,9,9,2,3,2,10
238927,2,9,9,2,3,2,14
516223,2,9,9,2,3,3,0
950948,2,9,9,2,3,3,5
649929,2,9,9,2,3,3,10
152177,2,9,9,2,3,3,14
100566,2,9,9,2,3,5,0
131345,2,9,9,2,3,5,5
307528,2,9,9,2,3,5,10
530150,2,9,9,2,3,5,14
519126,2,9,9,2,4,0,0
48828,2,9,9,2,4,0,5
241706,2,9,9,2,4,0,10
8810,2,9,9,2,4,0,14
368882,2,9,9,2,4,2,0
764422,2,9,9,2,4,2,5
544130,2,9,9,2,4,2,10
589266,2,9,9,2,4,2,14
549117,2,9,9,2,4,3,0
465901,2,9,9,2,4,3,5
798767,2,9,9,2,4,3,10
871308,2,9,9,2,4,3,14
473789,2,9,9,2,4,5,0
507609,2,9,9,2,4,5,5
96196,2,9,9,2,4,5,10
295054,2,9,9,2,4,5,14
451859,2,9,9,3,2,0,0
715890,2,9,9,3,2,0,5
860589,2,9,9,3,2,0,10
535481,2,9,9,3,2,0,14
126012,2,9,9,3,2,2,0
429155,2,9,9,3,2,2,5
30873,2,9,9,3,2,2,10
142198,2,9,9,3,2,2,14
928802,2,9,9,3,2,3,0
177827,2,9,9,3,2,3,5
782950,2,9,9,3,2,3,10
53951,2,9,9,3,2,3,14
993065,2,9,9,3,2,5,0
215194,2,9,9,3,2,5,5
88016,2,9,9,3,2,5,10
689547,2,9,9,3,2,5,14
718281,2,9,9,3,3,0,0
773832,2,9,9,3,3,0,5
905,2,9,9,3,3,0,10
424305,2,9,9,3,3,0,14
482954,2,9,9,3,3,2,0
988594,2,9,9,3,3,2,5
509054,2,9,9,3,3,2,10
618941,2,9,9,3,3,2,14
161546,2,9,9,3,3,3,0
398678,2,9,9,3,3,3,5
160599,2,9,9,3,3,3,10
258006,2,9,9,3,3,3,14
3710,2,9,9,3,3,5,0
524379,2,9,9,3,3,5,5
14835,2,9,9,3,3,5,10
973160,2,9,9,3,3,5,14
81780,2,9,9,3,4,0,0
164732,2,9,9,3,4,0,5
166405,2,9,9,3,4,0,10
659013,2,9,9,3,4,0,14
965429,2,9,9,3,4,2,0
517224,2,9,9,3,4,2,5
866630,2,9,9,3,4,2,10
45328,2,9,9,3,4,2,14
341351,2,9,9,3,4,3,0
204288,2,9,9,3,4,3,5
142224,2,9,9,3,4,3,10
281428,2,9,9,3,4,3,14
363183,2,9,9,3,4,5,0
879962,2,9,9,3,4,5,5
511229,2,9,9,3,4,5,10
568737,2,9,9,3,4,5,14
755329,2,9,9,4,2,0,0
721045,2,9,9,4,2,0,5
856009,2,9,9,4,2,0,10
357043,2,9,9,4,2,0,14
58340,2,9,9,4,2,2,0
232742,2,9,9,4,2,2,5
311782,2,9,9,4,2,2,10
730993,2,9,9,4,2,2,14
417680,2,9,9,4,2,3,0
914760,2,9,9,4,2,3,5
575791,2,9,9,4,2,3,10
376066,2,9,9,4,2,3,14
139236,2,9,9,4,2,5,0
311525,2,9,9,4,2,5,5
812430,2,9,9,4,2,5,10
383059,2,9,9,4,2,5,14
606997,2,9,9,4,3,0,0
875475,2,9,9,4,3,0,5
142516,2,9,9,4,3,0,10
63014,2,9,9,4,3,0,14
233709,2,9,9,4,3,2,0
825740,2,9,9,4,3,2,5
6136,2,9,9,4,3,2,10
975687,2,9,9,4,3,2,14
815203,2,9,9,4,3,3,0
150779,2,9,9,4,3,3,5
521241,2,9,9,4,3,3,10
76833,2,9,9,4,3,3,14
185747,2,9,9,4,3,5,0
636732,2,9,9,4,3,5,5
202060,2,9,9,4,3,5,10
907747,2,9,9,4,3,5,14
270894,2,9,9,4,4,0,0
184556,2,9,9,4,4,0,5
234582,2,9,9,4,4,0,10
510898,2,9,9,4,4,0,14
241580,2,9,9,4,4,2,0
31312,2,9,9,4,4,2,5
529576,2,9,9,4,4,2,10
721208,2,9,9,4,4,2,14
564961,2,9,9,4,4,3,0
505124,2,9,9,4,4,3,5
42427,2,9,9,4,4,3,10
399069,2,9,9,4,4,3,14
650463,2,9,9,4,4,5,0
889511,2,9,9,4,4,5,5
948291,2,9,9,4,4,5,10
659675,2,9,9,4,4,5,14
40430,2,9,9,5,2,0,0
644520,2,9,9,5,2,0,5
715915,2,9,9,5,2,0,10
355876,2,9,9,5,2,0,14
898454,2,9,9,5,2,2,0
517405,2,9,9,5,2,2,5
544380,2,9,9,5,2,2,10
516899,2,9,9,5,2,2,14
731996,2,9,9,5,2,3,0
724931,2,9,9,5,2,3,5
615276,2,9,9,5,2,3,10
344337,2,9,9,5,2,3,14
407729,2,9,9,5,2,5,0
595845,2,9,9,5,2,5,5
488019,2,9,9,5,2,5,10
231410,2,9,9,5,2,5,14
70429,2,9,9,5,3,0,0
501140,2,9,9,5,3,0,5
711351,2,9,9,5,3,0,10
614418,2,9,9,5,3,0,14
685643,2,9,9,5,3,2,0
420330,2,9,9,5,3,2,5
469948,2,9,9,5,3,2,10
748108,2,9,9,5,3,2,14
781080,2,9,9,5,3,3,0
574574,2,9,9,5,3,3,5
101009,2,9,9,5,3,3,10
722642,2,9,9,5,3,3,14
129086,2,9,9,5,3,5,0
365636,2,9,9,5,3,5,5
226771,2,9,9,5,3,5,10
685197,2,9,9,5,3,5,14
780965,2,9,9,5,4,0,0
